iter	Passed	Remaining
367	19735	33893
368	19791	33843
369	19854	33806
370	19911	33757
371	19965	33705
372	20019	33652
373	20074	33601
374	20132	33554
375	20196	33517
376	20283	33519
377	20342	33472
378	20401	33428
379	20461	33383
380	20520	33339
381	20587	33305
382	20669	33297
383	20733	33259
384	20788	33207
385	20840	33149
386	20894	33095
387	20946	33038
388	20990	32970
389	21042	32912
390	21092	32852
391	21147	32799
392	21198	32741
393	21244	32674
394	21297	32619
395	21351	32566
396	21405	32512
397	21456	32454
398	21509	32398
399	21561	32342
400	21614	32287
401	21668	32232
402	21720	32176
403	21775	32123
404	21826	32066
405	21877	32007
406	21930	31952
407	21982	31895
408	22035	31840
409	22089	31786
410	22137	31724
411	22193	31673
412	22245	31618
413	22299	31564
414	22352	31509
415	22404	31451
416	22456	31395
417	22510	31341
418	22567	31292
419	22617	31233
420	22668	31175
421	22719	31117
422	22770	31059
423	22824	31006
424	22873	30947
425	22930	30897
426	22993	30855
427	23047	30801
428	23099	30745
429	23149	30686
430	23196	30623
431	23246	30565
432	23300	30510
433	23352	30455
434	23410	30406
435	23457	30344
436	23508	30286
437	23561	30231
438	23611	30173
439	23664	30118
440	23717	30064
441	23764	30001
442	23819	29948
443	23873	29895
444	23927	29841
445	23980	29787
446	24030	29728
447	24084	29675
448	24136	29619
449	24185	29560
450	24237	29504
451	24290	29449
452	24341	29392
453	24395	29339
454	24447	29282
455	24500	29228
456	24554	29174
457	24607	29120
458	24663	29069
459	24708	29005
460	24755	28944
461	24808	28889
462	24853	28826
463	24902	28767
464	24954	28711
465	25006	28655
466	25064	28606
467	25118	28553
468	25167	28494
469	25220	28439
470	25265	28376
471	25315	28319
472	25367	28263
473	25420	28208
474	25478	28160
475	25526	28100
476	25570	28036
477	25621	27979
478	25666	27917
479	25723	27866
480	25778	27814
481	25830	27760
482	25884	27706
483	25935	27649
484	25981	27588
485	26030	27530
486	26081	27473
487	26138	27423
488	26191	27369
489	26242	27313
490	26292	27255
491	26341	27198
492	26388	27138
493	26440	27082
494	26494	27029
495	26550	26978
496	26601	26922
497	26654	26868
498	26708	26815
499	26760	26760
500	26812	26705
501	26865	26651
502	26917	26596
503	26974	26546
504	27026	26490
505	27079	26437
506	27136	26386
507	27183	26327
508	27234	26271
509	27285	26215
510	27337	26160
511	27388	26104
512	27443	26052
513	27494	25997
514	27552	25947
515	27608	25896
516	27665	25845
517	27716	25790
518	27764	25732
519	27817	25677
520	27869	25622
521	27924	25571
522	27981	25520
523	28035	25467
524	28085	25410
525	28136	25355
526	28187	25299
527	28239	25244
528	28290	25188
529	28341	25133
530	28398	25082
531	28450	25027
532	28510	24980
533	28564	24926
534	28619	24874
535	28669	24818
536	28727	24769
537	28794	24727
538	28856	24680
539	28924	24639
540	28989	24595
541	29059	24555
542	29122	24510
543	29188	24466
544	29259	24427
545	29375	24425
546	29448	24387
547	29526	24353
548	29589	24307
549	29648	24257
550	29717	24216
551	29828	24208
552	29917	24182
553	30012	24161
554	30081	24119
555	30139	24068
556	30197	24016
557	30254	23965
558	30316	23916
559	30371	23863
560	30428	23811
561	30483	23757
562	30541	23705
563	30594	23650
564	30650	23598
565	30707	23546
566	30761	23491
567	30812	23435
568	30870	23383
569	30926	23330
570	30983	23278
571	31043	23228
572	31130	23198
573	31203	23157
574	31256	23102
575	31312	23049
576	31365	22994
577	31414	22935
578	31458	22874
579	31524	22828
580	31592	22783
581	31651	22732
582	31709	22680
583	31762	22625
584	31814	22569
585	31866	22513
586	31921	22459
587	31974	22403
588	32026	22347
589	32081	22293
590	32134	22238
591	32194	22188
592	32266	22145
593	32368	22123
594	32443	22083
595	32494	22026
596	32545	21969
597	32597	21913
598	32651	21858
599	32710	21807
600	32763	21751
601	32819	21697
602	32872	21642
603	32928	21589
604	32987	21537
605	33040	21481
606	33093	21426
607	33148	21371
608	33202	21317
609	33257	21262
610	33309	21207
611	33374	21158
612	33428	21103
613	33480	21047
614	33533	20992
615	33581	20934
616	33636	20879
617	33691	20825
618	33743	20769
619	33798	20714
620	33851	20659
621	33904	20604
622	33954	20547
623	34009	20492
624	34061	20436
625	34116	20382
626	34168	20326
627	34220	20271
628	34271	20214
629	34326	20160
630	34379	20104
631	34434	20050
632	34492	19998
633	34544	19942
634	34599	19887
635	34653	19833
636	34706	19778
637	34757	19721
638	34809	19665
639	34863	19610
640	34920	19557
641	34973	19502
642	35025	19446
643	35080	19392
644	35130	19335
645	35182	19279
646	35234	19223
647	35286	19168
648	35341	19113
649	35393	19058
650	35445	19002
651	35500	18947
652	35556	18894
653	35604	18836
654	35655	18780
655	35708	18725
656	35765	18672
657	35816	18616
658	35869	18560
659	35922	18505
660	35975	18450
661	36025	18393
662	36078	18338
663	36129	18282
664	36186	18229
665	36237	18173
666	36290	18118
667	36342	18062
668	36393	18006
669	36444	17950
670	36496	17894
671	36550	17839
672	36605	17785
673	36655	17729
674	36708	17674
675	36755	17616
676	36807	17561
677	36860	17505
678	36923	17455
679	36989	17407
680	37043	17352
681	37096	17297
682	37154	17244
683	37214	17192
684	37277	17142
685	37333	17088
686	37382	17031
687	37436	16976
688	37487	16921
689	37531	16861
690	37585	16807
691	37636	16751
692	37686	16695
693	37737	16639
694	37790	16584
695	37844	16529
696	37894	16473
697	37952	16420
698	38009	16367
699	38068	16314
700	38120	16259
701	38171	16203
702	38224	16149
703	38279	16094
704	38335	16040
705	38386	15985
706	38442	15931
707	38495	15876
708	38553	15823
709	38606	15768
710	38665	15716
711	38716	15660
712	38769	15605
713	38823	15551
714	38874	15495
715	38928	15440
716	38978	15384
717	39031	15329
718	39083	15274
719	39142	15222
720	39195	15167
721	39247	15111
722	39301	15057
723	39353	15002
724	39399	14944
725	39451	14889
726	39504	14834
727	39563	14781
728	39617	14727
729	39671	14672
730	39724	14618
731	39773	14562
732	39823	14506
733	39872	14449
734	39924	14394
735	39981	14341
736	40035	14286
737	40086	14231
738	40141	14177
739	40194	14122
740	40248	14067
741	40300	14013
742	40351	13957
743	40407	13903
744	40459	13848
745	40513	13794
746	40569	13740
747	40622	13685
748	40673	13630
749	40726	13575
750	40779	13520
751	40838	13468
752	40890	13413
753	40945	13358
754	41000	13304
755	41053	13250
756	41103	13194
757	41154	13138
758	41205	13083
759	41262	13030
760	41313	12974
761	41365	12919
762	41420	12865
763	41474	12811
764	41529	12757
765	41581	12702
766	41633	12647
767	41689	12593
768	41742	12539
769	41796	12484
770	41848	12429
771	41901	12375
772	41954	12320
773	42005	12265
774	42060	12211
775	42111	12155
776	42165	12101
777	42216	12046
778	42268	11991
779	42320	11936
780	42373	11882
781	42424	11826
782	42473	11771
783	42524	11715
784	42577	11661
785	42629	11606
786	42686	11552
787	42739	11498
788	42793	11444
789	42847	11389
790	42899	11335
791	42954	11280
792	43001	11224
793	43053	11169
794	43104	11115
795	43156	11060
796	43207	11005
797	43260	10950
798	43329	10900
799	43393	10848
800	43462	10797
801	43528	10746
802	43622	10701
803	43713	10656
804	43812	10612
805	43869	10559
806	43928	10505
807	43991	10453
808	44056	10401
809	44119	10348
810	44184	10297
811	44252	10245
812	44309	10191
813	44374	10139
814	44429	10085
815	44483	10030
816	44535	9975
817	44593	9921
818	44656	9869
819	44710	9814
820	44760	9759
821	44814	9704
822	44865	9649
823	44915	9593
824	44960	9537
825	45012	9481
826	45065	9427
827	45116	9371
828	45169	9317
829	45221	9262
830	45274	9207
831	45329	9153
832	45380	9097
833	45427	9041
834	45481	8987
835	45538	8933
836	45590	8878
837	45641	8823
838	45699	8769
839	45754	8715
840	45806	8660
841	45860	8605
842	45911	8550
843	45965	8496
844	46019	8441
845	46068	8385
846	46119	8330
847	46173	8276
848	46224	8221
849	46278	8166
850	46330	8111
851	46387	8057
852	46440	8003
853	46492	7948
854	46543	7893
855	46599	7839
856	46650	7784
857	46701	7729
858	46752	7674
859	46810	7620
860	46862	7565
861	46916	7510
862	46972	7456
863	47024	7401
864	47084	7348
865	47135	7293
866	47187	7238
867	47243	7184
868	47295	7129
869	47342	7074
870	47395	7019
871	47449	6965
872	47498	6909
873	47550	6855
874	47603	6800
875	47656	6745
876	47709	6691
877	47762	6636
878	47812	6581
879	47865	6527
880	47915	6472
881	47962	6416
882	48015	6362
883	48071	6308
884	48121	6253
885	48173	6198
886	48226	6143
887	48281	6089
888	48336	6035
889	48387	5980
890	48440	5925
891	48496	5871
892	48551	5817
893	48603	5762
894	48658	5708
895	48712	5654
896	48766	5599
897	48819	5545
898	48872	5490
899	48927	5436
900	48978	5381
901	49030	5327
902	49080	5272
903	49132	5217
904	49185	5163
905	49238	5108
906	49291	5054
907	49345	4999
908	49396	4945
909	49452	4890
910	49503	4836
911	49553	4781
912	49606	4727
913	49658	4672
914	49711	4618
915	49762	4563
916	49815	4508
917	49868	4454
918	49921	4400
919	49972	4345
920	50023	4290
921	50075	4236
922	50126	4181
923	50180	4127
924	50234	4073
925	50287	4018
926	50339	3964
927	50392	3909
928	50445	3855
929	50498	3800
930	50550	3746
931	50605	3692
932	50663	3638
933	50714	3583
934	50769	3529
935	50823	3475
936	50876	3420
937	50940	3367
938	50992	3312
939	51049	3258
940	51103	3204
941	51155	3149
942	51208	3095
943	51262	3041
944	51314	2986
945	51368	2932
946	51426	2878
947	51479	2823
948	51532	2769
949	51587	2715
950	51644	2660
951	51697	2606
952	51749	2552
953	51815	2498
954	51872	2444
955	51923	2389
956	51975	2335
957	52175	2287
958	52267	2234
959	52319	2179
960	52373	2125
961	52425	2070
962	52475	2016
963	52526	1961
964	52579	1907
965	52627	1852
966	52679	1797
967	52731	1743
968	52783	1688
969	52849	1634
970	52902	1579
971	52955	1525
972	53006	1470
973	53059	1416
974	53116	1361
975	53172	1307
976	53224	1252
977	53278	1198
978	53330	1143
979	53384	1089
980	53437	1034
981	53490	980
982	53546	926
983	53597	871
984	53650	817
985	53702	762
986	53754	708
987	53808	653
988	53862	599
989	53913	544
990	53972	490
991	54024	435
992	54075	381
993	54130	326
994	54182	272
995	54232	217
996	54279	163
997	54330	108
998	54384	54
999	54435	0
