iter	Passed	Remaining
166	7346	36644
167	7370	36499
168	7413	36451
169	7462	36434
170	7511	36414
171	7552	36358
172	7602	36342
173	7654	36337
174	7706	36331
175	7758	36322
176	7808	36308
177	7857	36285
178	7905	36261
179	7953	36234
180	8005	36222
181	8051	36187
182	8101	36169
183	8150	36145
184	8198	36118
185	8246	36089
186	8293	36055
187	8343	36038
188	8391	36007
189	8438	35976
190	8486	35945
191	8537	35928
192	8588	35910
193	8638	35890
194	8691	35882
195	8742	35861
196	8793	35842
197	8842	35814
198	8893	35797
199	8946	35787
200	8996	35761
201	9043	35724
202	9093	35700
203	9143	35679
204	9192	35647
205	9240	35617
206	9291	35596
207	9342	35573
208	9393	35550
209	9441	35516
210	9493	35498
211	9543	35473
212	9591	35437
213	9642	35416
214	9693	35394
215	9743	35367
216	9795	35346
217	9845	35316
218	9893	35281
219	9945	35261
220	9995	35232
221	10044	35200
222	10093	35168
223	10140	35128
224	10192	35106
225	10242	35077
226	10290	35042
227	10341	35014
228	10394	34995
229	10443	34963
230	10493	34931
231	10541	34896
232	10594	34873
233	10647	34853
234	10697	34825
235	10750	34801
236	10798	34763
237	10848	34733
238	10901	34712
239	10949	34672
240	11000	34646
241	11055	34628
242	11105	34595
243	11152	34555
244	11200	34515
245	11250	34484
246	11296	34438
247	11344	34399
248	11395	34368
249	11450	34351
250	11500	34319
251	11548	34278
252	11599	34247
253	11650	34217
254	11700	34184
255	11748	34145
256	11798	34109
257	11845	34067
258	11898	34041
259	11952	34017
260	12003	33985
261	12053	33952
262	12102	33914
263	12151	33876
264	12199	33837
265	12248	33799
266	12298	33763
267	12344	33717
268	12387	33662
269	12438	33628
270	12489	33597
271	12542	33568
272	12593	33535
273	12643	33501
274	12697	33474
275	12748	33441
276	12797	33402
277	12847	33367
278	12897	33329
279	12945	33288
280	12996	33255
281	13047	33221
282	13098	33186
283	13149	33151
284	13198	33110
285	13245	33068
286	13298	33037
287	13345	32992
288	13398	32963
289	13450	32930
290	13505	32905
291	13561	32882
292	13612	32847
293	13661	32806
294	13714	32774
295	13760	32728
296	13809	32686
297	13855	32640
298	13905	32601
299	13954	32560
300	14004	32523
301	14056	32488
302	14107	32452
303	14155	32409
304	14206	32371
305	14251	32321
306	14302	32285
307	14352	32246
308	14404	32211
309	14451	32166
310	14496	32115
311	14542	32068
312	14595	32035
313	14643	31991
314	14687	31939
315	14734	31893
316	14787	31860
317	14838	31822
318	14887	31781
319	14936	31740
320	14984	31695
321	15035	31658
322	15083	31615
323	15132	31572
324	15181	31531
325	15231	31491
326	15289	31466
327	15337	31422
328	15384	31377
329	15428	31324
330	15475	31277
331	15523	31234
332	15572	31191
333	15626	31159
334	15677	31120
335	15724	31074
336	15776	31038
337	15825	30994
338	15872	30949
339	15922	30909
340	15972	30867
341	16021	30825
342	16075	30791
343	16121	30743
344	16174	30709
345	16226	30671
346	16278	30632
347	16321	30579
348	16367	30531
349	16412	30479
350	16465	30445
351	16514	30402
352	16564	30360
353	16616	30323
354	16667	30283
355	16714	30236
356	16762	30191
357	16811	30148
358	16861	30106
359	16914	30069
360	16963	30027
361	17012	29983
362	17065	29947
363	17116	29906
364	17168	29869
365	17220	29830
366	17270	29787
367	17325	29754
368	17374	29710
369	17425	29670
370	17477	29631
371	17526	29587
372	17574	29542
373	17624	29499
374	17674	29457
375	17728	29422
376	17793	29404
377	17850	29372
378	17904	29337
379	17967	29315
380	18027	29288
381	18094	29272
382	18149	29238
383	18206	29206
384	18262	29172
385	18318	29138
386	18382	29117
387	18443	29091
388	18490	29042
389	18554	29020
390	18636	29027
391	18727	29046
392	18795	29030
393	18852	28996
394	18906	28958
395	18957	28915
396	19012	28877
397	19077	28856
398	19141	28832
399	19199	28799
400	19248	28752
401	19296	28704
402	19348	28663
403	19406	28629
404	19464	28596
405	19529	28573
406	19601	28559
407	19662	28529
408	19722	28498
409	19786	28473
410	19843	28438
411	19916	28424
412	19977	28394
413	20031	28353
414	20081	28308
415	20132	28263
416	20184	28219
417	20242	28183
418	20295	28142
419	20345	28095
420	20398	28053
421	20453	28015
422	20509	27976
423	20564	27936
424	20615	27891
425	20664	27844
426	20718	27803
427	20766	27754
428	20820	27711
429	20903	27709
430	20964	27676
431	21016	27632
432	21074	27596
433	21129	27556
434	21189	27522
435	21240	27475
436	21297	27438
437	21360	27407
438	21413	27364
439	21472	27328
440	21527	27287
441	21578	27241
442	21635	27202
443	21690	27161
444	21756	27134
445	21820	27104
446	21872	27059
447	21937	27030
448	22019	27022
449	22075	26980
450	22123	26931
451	22179	26890
452	22228	26841
453	22278	26792
454	22327	26744
455	22378	26697
456	22430	26651
457	22483	26607
458	22546	26574
459	22606	26537
460	22651	26484
461	22701	26436
462	22746	26382
463	22793	26330
464	22842	26281
465	22891	26232
466	22943	26186
467	23010	26157
468	23063	26112
469	23114	26065
470	23161	26013
471	23231	25988
472	23289	25948
473	23343	25904
474	23396	25859
475	23448	25812
476	23492	25758
477	23546	25713
478	23592	25660
479	23644	25614
480	23698	25570
481	23751	25525
482	23806	25482
483	23860	25437
484	23908	25386
485	23965	25345
486	24025	25308
487	24089	25274
488	24152	25239
489	24209	25198
490	24261	25150
491	24316	25106
492	24364	25056
493	24420	25013
494	24475	24969
495	24546	24942
496	24625	24922
497	24734	24932
498	24805	24905
499	24867	24867
500	24926	24827
501	24982	24783
502	25035	24736
503	25093	24695
504	25152	24653
505	25212	24614
506	25270	24572
507	25324	24526
508	25389	24491
509	25447	24449
510	25502	24404
511	25561	24362
512	25617	24319
513	25674	24275
514	25730	24231
515	25787	24188
516	25845	24145
517	25898	24098
518	25949	24049
519	26008	24007
520	26062	23961
521	26119	23918
522	26178	23875
523	26232	23829
524	26283	23780
525	26334	23731
526	26387	23683
527	26444	23639
528	26497	23592
529	26552	23546
530	26606	23499
531	26659	23452
532	26714	23406
533	26770	23361
534	26826	23316
535	26876	23265
536	26935	23223
537	26993	23180
538	27045	23131
539	27100	23085
540	27154	23038
541	27208	22991
542	27264	22946
543	27318	22899
544	27374	22853
545	27431	22809
546	27481	22758
547	27536	22712
548	27591	22666
549	27643	22617
550	27700	22572
551	27756	22527
552	27813	22482
553	27869	22436
554	27925	22390
555	27980	22344
556	28035	22297
557	28090	22251
558	28144	22203
559	28202	22159
560	28261	22115
561	28318	22070
562	28373	22023
563	28427	21976
564	28484	21930
565	28540	21884
566	28596	21837
567	28648	21788
568	28702	21740
569	28756	21693
570	28814	21648
571	28870	21602
572	28928	21557
573	28983	21510
574	29036	21461
575	29091	21414
576	29146	21367
577	29201	21320
578	29246	21265
579	29299	21216
580	29364	21176
581	29417	21128
582	29471	21079
583	29526	21032
584	29577	20982
585	29629	20933
586	29683	20884
587	29741	20839
588	29801	20795
589	29864	20753
590	29932	20714
591	29997	20673
592	30075	20642
593	30170	20621
594	30283	20613
595	30348	20571
596	30407	20526
597	30480	20490
598	30549	20451
599	30630	20420
600	30698	20380
601	30770	20343
602	30845	20307
603	30914	20268
604	30971	20220
605	31022	20169
606	31077	20121
607	31139	20076
608	31195	20028
609	31251	19980
610	31307	19932
611	31361	19882
612	31417	19834
613	31474	19786
614	31532	19739
615	31582	19687
616	31633	19636
617	31688	19587
618	31742	19538
619	31797	19489
620	31856	19442
621	31911	19392
622	31965	19343
623	32027	19298
624	32077	19246
625	32132	19197
626	32185	19146
627	32239	19097
628	32293	19047
629	32352	19000
630	32409	18952
631	32467	18905
632	32523	18856
633	32576	18805
634	32629	18755
635	32681	18704
636	32730	18651
637	32782	18600
638	32833	18548
639	32895	18503
640	32955	18457
641	33008	18406
642	33064	18357
643	33127	18312
644	33187	18266
645	33241	18215
646	33294	18165
647	33349	18115
648	33402	18065
649	33465	18019
650	33529	17975
651	33598	17932
652	33665	17889
653	33725	17842
654	33783	17794
655	33927	17791
656	34103	17804
657	34223	17787
658	34277	17737
659	34332	17686
660	34401	17643
661	34478	17603
662	34541	17557
663	34603	17510
664	34672	17466
665	34728	17416
666	34788	17368
667	34855	17323
668	34924	17279
669	34989	17233
670	35043	17182
671	35098	17131
672	35158	17082
673	35218	17034
674	35287	16990
675	35345	16940
676	35404	16891
677	35470	16845
678	35542	16802
679	35611	16758
680	35675	16711
681	35732	16661
682	35791	16612
683	35849	16561
684	35908	16512
685	35966	16462
686	36023	16412
687	36085	16364
688	36192	16336
689	36255	16288
690	36309	16237
691	36362	16184
692	36413	16131
693	36468	16079
694	36522	16027
695	36581	15978
696	36681	15945
697	36739	15895
698	36789	15842
699	36844	15790
700	36898	15738
701	36950	15685
702	37005	15634
703	37061	15582
704	37115	15530
705	37172	15479
706	37232	15430
707	37291	15380
708	37352	15330
709	37509	15320
710	37605	15285
711	37673	15238
712	37736	15189
713	37792	15138
714	37844	15084
715	37898	15032
716	37952	14979
717	38004	14926
718	38056	14873
719	38111	14820
720	38162	14767
721	38336	14761
722	38418	14719
723	38470	14665
724	38514	14608
725	38567	14555
726	38625	14504
727	38686	14454
728	38757	14407
729	38817	14357
730	38868	14303
731	38916	14248
732	38967	14194
733	39018	14140
734	39069	14086
735	39121	14032
736	39179	13981
737	39228	13926
738	39280	13873
739	39333	13819
740	39384	13765
741	39445	13715
742	39502	13663
743	39561	13612
744	39621	13561
745	39672	13507
746	39723	13453
747	39777	13401
748	39827	13346
749	39878	13292
750	39929	13238
751	39983	13185
752	40037	13133
753	40089	13079
754	40140	13025
755	40191	12971
756	40239	12917
757	40287	12862
758	40335	12807
759	40387	12753
760	40440	12700
761	40492	12647
762	40544	12593
763	40598	12540
764	40648	12486
765	40698	12432
766	40746	12378
767	40797	12324
768	40851	12271
769	40901	12217
770	40952	12163
771	41003	12109
772	41053	12055
773	41105	12002
774	41158	11949
775	41205	11894
776	41257	11841
777	41307	11786
778	41356	11732
779	41405	11678
780	41460	11626
781	41512	11572
782	41560	11518
783	41607	11463
784	41657	11409
785	41714	11357
786	41764	11303
787	41815	11249
788	41868	11196
789	41919	11143
790	41979	11092
791	42035	11039
792	42088	10986
793	42141	10933
794	42191	10879
795	42241	10825
796	42291	10771
797	42342	10718
798	42394	10664
799	42444	10611
800	42496	10557
801	42550	10505
802	42607	10452
803	42657	10398
804	42707	10345
805	42753	10290
806	42803	10236
807	42854	10183
808	42904	10129
809	42954	10075
810	43009	10023
811	43062	9970
812	43113	9916
813	43165	9863
814	43216	9809
815	43267	9756
816	43317	9702
817	43368	9649
818	43420	9596
819	43471	9542
820	43521	9488
821	43573	9435
822	43622	9381
823	43670	9327
824	43711	9272
825	43760	9218
826	43812	9165
827	43861	9111
828	43912	9057
829	43962	9004
830	44013	8950
831	44063	8897
832	44112	8843
833	44160	8789
834	44225	8739
835	44286	8687
836	44342	8635
837	44394	8582
838	44451	8530
839	44511	8478
840	44573	8427
841	44640	8376
842	44691	8323
843	44738	8269
844	44790	8216
845	44837	8161
846	44886	8108
847	44937	8054
848	44987	8001
849	45038	7948
850	45091	7895
851	45143	7841
852	45193	7788
853	45244	7735
854	45293	7681
855	45342	7627
856	45393	7574
857	45444	7521
858	45497	7468
859	45550	7415
860	45601	7361
861	45656	7309
862	45708	7256
863	45760	7203
864	45812	7149
865	45862	7096
866	45916	7043
867	45967	6990
868	46018	6937
869	46067	6883
870	46118	6830
871	46172	6777
872	46219	6723
873	46269	6670
874	46324	6617
875	46373	6564
876	46426	6511
877	46478	6458
878	46526	6404
879	46577	6351
880	46626	6298
881	46672	6244
882	46726	6191
883	46779	6138
884	46826	6084
885	46876	6031
886	46927	5978
887	46977	5925
888	47027	5871
889	47075	5818
890	47126	5765
891	47179	5712
892	47231	5659
893	47282	5606
894	47336	5553
895	47388	5500
896	47441	5447
897	47494	5394
898	47545	5341
899	47599	5288
900	47650	5235
901	47702	5182
902	47754	5129
903	47804	5076
904	47860	5024
905	47911	4970
906	47962	4917
907	48015	4865
908	48065	4811
909	48115	4758
910	48167	4705
911	48213	4652
912	48264	4599
913	48315	4546
914	48363	4492
915	48422	4440
916	48481	4388
917	48537	4335
918	48589	4282
919	48637	4229
920	48687	4176
921	48738	4123
922	48786	4069
923	48843	4017
924	48893	3964
925	48944	3911
926	48994	3858
927	49045	3805
928	49095	3752
929	49146	3699
930	49194	3646
931	49245	3593
932	49298	3540
933	49349	3487
934	49404	3434
935	49456	3381
936	49507	3328
937	49553	3275
938	49605	3222
939	49656	3169
940	49713	3116
941	49763	3063
942	49813	3011
943	49866	2958
944	49916	2905
945	49972	2852
946	50030	2800
947	50080	2747
948	50141	2694
949	50209	2642
950	50264	2589
951	50314	2536
952	50373	2484
953	50454	2432
954	50511	2380
955	50560	2327
956	50604	2273
957	50655	2220
958	50706	2167
959	50756	2114
960	50812	2062
961	50861	2009
962	50912	1956
963	50965	1903
964	51015	1850
965	51062	1797
966	51111	1744
967	51165	1691
968	51218	1638
969	51270	1585
970	51319	1532
971	51373	1479
972	51425	1427
973	51477	1374
974	51529	1321
975	51581	1268
976	51631	1215
977	51683	1162
978	51734	1109
979	51788	1056
980	51838	1004
981	51888	951
982	51940	898
983	51991	845
984	52043	792
985	52093	739
986	52142	686
987	52197	633
988	52249	581
989	52298	528
990	52348	475
991	52399	422
992	52449	369
993	52502	316
994	52552	264
995	52603	211
996	52649	158
997	52698	105
998	52748	52
999	52798	0
